comentario,valor
Location. The hotel breakfast was awful they did not cater for vegetarians. No fruit at breakfast only oranges. Tables were too close together making in difficult to go around. Staff constantly going in between tables clearing dishes which took up space. Bathroom doors had a inch gap all way around no lock no privacy. Entertainment was poor bar closed at 11pm. Internet was ridiculasly slow. Would not stay there again,Bad
location. most other things were negative,Bad
"Location is good. To much noise from celibrating the nicht partys.
the apartments small, Old",Bad
"Location is good if you have a car.. Cold showers the entire time. Internet was only in reception area for 6
Euros an hour. Breakfast buffet closes at 10. Cold Swimming Pool (Not
heated). Bed was broken. Restaurant serves terrible food.
",Bad
"Location of apartments.. Very dated apartments with broken crockery and furniture. Charged 8% extra on top of initial bill for servicing apartment which in the 6 days we were there only included adding 2 toilet rolls. No change of towels, sheets or cleaning of any kind.",Bad
"Location was good. terrible showers,towels dont dry you,beds very creaky and uncomfortable, bedroom sweat bath,location of sun at pool very poor and pool freezing,gate not always open,maid bangs on door instead of knocking,worst apartment we have stayed in,location only good point.",Bad
"Location was great, but service was terrible. This place is an absolutely ghost hotel.
We we're said that a person will be in the reception all time but nobody was there at all.
The number provided on the website and booking ring but nobody answer! the only to get in contact with someone was by the cleaning lady.",Bad
"Location.. Rooms/Decor desperately needsupdating. Poor facilities. None of the Outdoor gymn equipment worked. Wifi very slow at far end of complex. 
Kids club reps were lovely. However the Reception staff not very helpful, especially for info on local restaurants and New Years celebrations. NYE dinner/buffet was a complete rip off at  200 euros. Entertainment was very poor. Would not stay here again.",Bad
"Loud and description is misleading, a bad choice!!!. - The description of this apartment is misleading!!! Looks like 4 star hotel, but not!!!
It is a private offer. The apartment is in a residential area.
- The apartment is not maintained well. Broken door, lamps and chair
- The parking situation during the weekend is terrible. 
- Since it is located near to the main street, loud in the night.
- Bad price performance ratio",Bad
"Lovely holiday, dreadful accommodation. We had to wait for 1 hour for the owners agent to turn up with the key. The apartment was dirty , I had to clean the fridge, the sinks and  the toilet before we could use them. 
It was lacking in cutlery and crockery, luckily we weren't cooking, and each evening a hoard of bugs came out of a hole near the sink.
the apartment above was being renovated so a lot of hammering and drilling.
So glad we were only there for 4 nights",Bad
"Lovely pool, even tho it's freezing, plenty of sunbeds.... Food its attriocious, the hotel bar is not good, drinks served in plastic glasses  and the entertainment is rubbish. Rooms are supposed to be cleaned 4 times a week and bed changed once a week and towels 3 times a week, my room was sort of cleaned twice bed not changed at all and towels twice in 8 nights!! Went self catering but you have to pay for kettle toaster microwave!! Beds are rock hard and you get 1 skinny pillow. Will not be returning!",Bad
"Make yourself a favour and choose another place to stay. We felt like a dog in a cage. The appartment is isolated in the middle of nowhere, the taxi is quite expensive to go to town and they do not know where to come....we had to talk 30 minutes on the phone with the lady from the taxi company becase the taxi did not find us...the adress is a total mistery, the ones given on booking are wrong. The terrase is a joke, meaning that the wind was so strong that there is no way you could enjoy the view. If you don't have a car you feel captive in a trap with no possibility of leaving. Even with a car, the place is very very far and difficult to get to. The price is very high for what you are given. We paid for two nights and preffered to leave after one night with the money spent than stay one more night there.",Bad
"Martianez, Shopping Centre (200 m). The food isn't always fresh.
Tea, coffee and juices aren't availale at dinner and lunch.
There was no comfort in our room, aside from old beds and the tv there is nothing else in the room.
There is no parking and we could only place our car a kilometere away from the hotel.
It is loud in the hotel till 2am.
This hotel deserves 2 stars and not 4.",Bad
